timestamp,region,population,temperature,is_weekend,hour,industrial_share,demand_MW,solar_potential,wind_potential,storage_capacity_MW
2024-01-01 00:00:00,region_0,4307554,12.85,0,0,0.3557077848702658,177.90736551083907,0.0,0.47210458202595507,129.9315457623357
2024-01-01 01:00:00,region_0,4307554,14.73,0,1,0.3105835096581412,177.73753783926875,0.0,0.44029336034635047,129.9315457623357
2024-01-01 02:00:00,region_0,4307554,12.08,0,2,0.42150904458109795,187.51053175791301,0.0,0.29078336805796584,129.9315457623357
2024-01-01 03:00:00,region_0,4307554,15.84,0,3,0.2431742394958648,178.09026252387167,0.0,0.47665143658356335,129.9315457623357
2024-01-01 04:00:00,region_0,4307554,14.29,0,4,0.5325130307353217,215.79548892192213,0.0,0.25656138462170164,129.9315457623357
2024-01-01 05:00:00,region_0,4307554,10.03,0,5,0.5198765657368949,230.23779167396248,0.0,0.284675658504667,129.9315457623357
2024-01-01 06:00:00,region_0,4307554,22.29,0,6,0.21123710210724955,257.4022932265889,1.3701302851593202e-17,0.3447199179711702,129.9315457623357
2024-01-01 07:00:00,region_0,4307554,13.52,0,7,0.3876386390286043,254.24417517935206,0.056016215116430686,0.4110326051283586,129.9315457623357
2024-01-01 08:00:00,region_0,4307554,18.07,0,8,0.5118093798714358,290.8148461711029,0.10908984661086389,0.39038095459410094,129.9315457623357
2024-01-01 09:00:00,region_0,4307554,16.06,0,9,0.2311815230282707,297.0089460823587,0.16490878237405968,0.27929499553016107,129.9315457623357
2024-01-01 10:00:00,region_0,4307554,12.34,0,10,0.2314215028102932,315.08849079053135,0.18270231039602294,0.40508858913714774,129.9315457623357
2024-01-01 11:00:00,region_0,4307554,22.6,0,11,0.3307798760407482,355.2255174888056,0.21487918155511876,0.27189840010687677,129.9315457623357
2024-01-01 12:00:00,region_0,4307554,17.4,0,12,0.2509370558009273,338.2141872026899,0.22772552748296052,0.41392834201409723,129.9315457623357
2024-01-01 13:00:00,region_0,4307554,19.47,0,13,0.35380955413857446,327.23113992337284,0.21617338923917906,0.3058033445755055,129.9315457623357
2024-01-01 14:00:00,region_0,4307554,11.44,0,14,0.21506659457901584,322.49909004224793,0.1914392294985076,0.33763634902095474,129.9315457623357
2024-01-01 15:00:00,region_0,4307554,15.29,0,15,0.41519868758754125,296.49958266718835,0.1508377738942186,0.2669047734136144,129.9315457623357
2024-01-01 16:00:00,region_0,4307554,13.78,0,16,0.38554839309145783,317.58296222717485,0.10505987983926776,0.4367002757993679,129.9315457623357
2024-01-01 17:00:00,region_0,4307554,11.45,0,17,0.33673369321746044,268.71211214181477,0.057161994673061184,0.25967140897154073,129.9315457623357
2024-01-01 18:00:00,region_0,4307554,14.41,0,18,0.35972920636884664,263.8849707741478,1.3714998548688062e-17,0.18995535130047264,129.9315457623357
2024-01-01 19:00:00,region_0,4307554,14.25,0,19,0.33654744978405854,237.31354445480267,0.0,0.4494058507083658,129.9315457623357
2024-01-01 20:00:00,region_0,4307554,19.14,0,20,0.3403114192252599,179.15271903736016,0.0,0.2999095922091332,129.9315457623357
2024-01-01 21:00:00,region_0,4307554,13.44,0,21,0.49446216537657295,229.28487666972777,0.0,0.21696158320709952,129.9315457623357
2024-01-01 22:00:00,region_0,4307554,18.21,0,22,0.30343299392164336,185.07299454885273,0.0,0.34058924679425784,129.9315457623357
2024-01-01 23:00:00,region_0,4307554,14.44,0,23,0.3750312824199086,178.0834513081285,0.0,0.4783518905022419,129.9315457623357
2024-01-02 00:00:00,region_0,4307554,15.46,0,0,0.5612811125985298,198.98272654730678,0.0,0.21122072258660024,129.9315457623357
2024-01-02 01:00:00,region_0,4307554,9.81,0,1,0.49165900807930235,197.77113504305518,0.0,0.19432932879599824,129.9315457623357
2024-01-02 02:00:00,region_0,4307554,16.47,0,2,0.5675248798941612,182.3078863321809,0.0,0.3754317377298904,129.9315457623357
2024-01-02 03:00:00,region_0,4307554,15.46,0,3,0.4212457662286212,218.57276678921463,0.0,0.196591639631843,129.9315457623357
2024-01-02 04:00:00,region_0,4307554,13.41,0,4,0.5038733885203421,222.4669894787734,0.0,0.25183180018102375,129.9315457623357
2024-01-02 05:00:00,region_0,4307554,20.44,0,5,0.4919090784670219,238.77451481520941,0.0,0.44031626777723076,129.9315457623357
2024-01-02 06:00:00,region_0,4307554,15.53,0,6,0.25819193101740306,249.7009890776321,1.4194076655762602e-17,0.20592667459327316,129.9315457623357
2024-01-02 07:00:00,region_0,4307554,23.37,0,7,0.556475430848949,310.7853007044572,0.05702789304073842,0.46353582122746256,129.9315457623357
2024-01-02 08:00:00,region_0,4307554,17.76,0,8,0.3605290933432863,282.7248576934893,0.11294888982966074,0.3975809102711705,129.9315457623357
2024-01-02 09:00:00,region_0,4307554,9.75,0,9,0.3342249236691281,326.2531698452586,0.15143680541233095,0.4404030127691531,129.9315457623357
2024-01-02 10:00:00,region_0,4307554,18.02,0,10,0.5099364635187911,344.63432422448295,0.19304659290687304,0.3772089770343096,129.9315457623357
2024-01-02 11:00:00,region_0,4307554,17.2,0,11,0.558726282528373,328.32462545524,0.22492560505619189,0.27873580120224983,129.9315457623357
2024-01-02 12:00:00,region_0,4307554,17.63,0,12,0.5075531440367538,336.21659395876475,0.21600178817679444,0.33108018577744086,129.9315457623357
2024-01-02 13:00:00,region_0,4307554,18.22,0,13,0.5506392396045121,348.1653408288013,0.20713118332504346,0.3217853956022563,129.9315457623357
